Candidate_ID,Job_ID,Education_encoded,Experience,Job_Role_encoded,Skill_Match,Education_Match,Experience_Gap,Suitable
C1875,J389,0,7,3,0.5,0,-2,0
C1875,J487,0,7,0,0.75,1,-3,0
C1875,J111,0,7,3,0.75,0,6,0
C1875,J225,0,7,0,0.5,0,-2,0
C1875,J110,0,7,3,0.5,0,1,0
C1875,J15,0,7,2,0.8,1,5,1
C1875,J194,0,7,0,0.75,1,-3,0
C1875,J376,0,7,3,0.6666666666666666,0,0,0
C1875,J296,0,7,1,0.6666666666666666,0,0,0
C1875,J207,0,7,1,0.5,0,2,0
C1875,J94,0,7,3,0.3333333333333333,1,4,0
C1875,J390,0,7,1,0.75,0,1,0
C1875,J251,0,7,3,0.6666666666666666,1,7,1
C1875,J128,0,7,3,0.8,1,4,1
C1875,J377,0,7,1,0.5,1,3,0
C1875,J292,0,7,0,0.4,0,-1,0
C1875,J356,0,7,2,0.3333333333333333,1,2,0
C1875,J473,0,7,2,0.5,0,-2,0
C1875,J19,0,7,0,0.6666666666666666,0,6,0
C1875,J68,0,7,1,0.4,0,-1,0
C1875,J411,0,7,3,0.6666666666666666,1,3,1
C1875,J235,0,7,1,0.5,0,3,0
C1875,J328,0,7,3,0.6666666666666666,0,4,0
C1875,J211,0,7,3,0.6,1,-2,0
C1875,J389,0,7,1,0.6,1,0,1
C1875,J396,0,7,3,0.8,0,7,0
C1875,J392,0,7,0,0.6,1,-2,0
C1875,J215,0,7,0,1.0,0,6,0
C1875,J461,0,7,2,0.4,1,3,0
C1875,J49,0,7,3,0.3333333333333333,0,-2,0
C1875,J195,0,7,1,0.5,1,6,0
C1875,J206,0,7,0,0.6666666666666666,1,0,1
C1875,J97,0,7,3,0.6,1,-1,0
C1875,J292,0,7,2,0.5,0,1,0
C1875,J104,0,7,3,0.25,0,-2,0
C1875,J307,0,7,0,0.75,0,4,0
C1875,J28,0,7,2,0.75,1,4,1
C1875,J337,0,7,2,0.5,0,-1,0
C1875,J412,0,7,0,0.6666666666666666,0,6,0
C1875,J349,0,7,2,0.25,0,0,0
C1875,J332,0,7,2,0.5,1,0,0
C1875,J9,0,7,2,0.6,0,2,0
C1875,J252,0,7,2,0.5,0,-1,0
C1875,J302,0,7,1,0.25,0,0,0
C1875,J147,0,7,2,0.4,0,0,0
C1875,J353,0,7,3,0.6666666666666666,0,5,0
C1875,J74,0,7,0,0.4,0,-2,0
C1875,J257,0,7,3,0.4,0,0,0
C1875,J479,0,7,2,0.5,1,1,0
C1875,J71,0,7,0,0.25,0,1,0
C1875,J115,0,7,3,0.6666666666666666,1,7,1
C1875,J77,0,7,3,0.6,0,5,0
C1875,J253,0,7,0,0.3333333333333333,0,6,0
C1875,J486,0,7,0,0.4,1,6,0
C1875,J462,0,7,1,0.5,1,2,0
C1875,J314,0,7,3,0.25,0,5,0
C3818,J255,1,3,0,0.2,0,-2,0
C3818,J432,1,3,1,0.3333333333333333,1,-3,0
C3818,J311,1,3,3,0.0,0,1,0
C3818,J27,1,3,2,0.6,1,-2,0
C3818,J198,1,3,3,0.6666666666666666,1,-7,0
C3818,J289,1,3,3,0.5,1,2,0
C3818,J105,1,3,0,0.3333333333333333,0,0,0
C3818,J98,1,3,0,0.3333333333333333,1,0,0
C3818,J43,1,3,2,0.5,0,-7,0
C3818,J257,1,3,1,0.6,0,-1,0
C3818,J460,1,3,0,0.2,0,-3,0
C3818,J400,1,3,1,0.0,1,-6,0
C3818,J252,1,3,1,0.0,1,0,0
C3818,J462,1,3,2,0.0,1,0,0
C3818,J364,1,3,2,0.25,1,3,0
C3818,J358,1,3,1,0.25,1,1,0
C3818,J19,1,3,2,0.2,0,1,0
C3818,J129,1,3,2,0.0,1,3,0
C3818,J342,1,3,1,0.75,1,-1,0
C3818,J260,1,3,2,0.3333333333333333,0,2,0
C3818,J117,1,3,2,0.4,1,0,0
C3818,J162,1,3,1,0.4,0,-2,0
C3818,J66,1,3,0,0.3333333333333333,1,-1,0
C3818,J359,1,3,1,0.5,0,-2,0
C3818,J47,1,3,1,0.0,1,-5,0
C3818,J77,1,3,3,0.4,1,-2,0
C3818,J431,1,3,3,0.3333333333333333,0,-1,0
C3818,J122,1,3,3,0.4,0,-7,0
C3818,J456,1,3,2,0.4,1,-6,0
C3818,J97,1,3,1,0.3333333333333333,1,-2,0
C3818,J237,1,3,3,0.4,1,-4,0
C3818,J182,1,3,0,0.2,1,0,0
C3818,J451,1,3,2,0.4,1,-4,0
C3818,J146,1,3,3,0.5,1,0,0
C3818,J38,1,3,2,0.2,1,1,0
C3818,J371,1,3,3,0.2,0,-3,0
C3818,J15,1,3,1,0.0,0,0,0
C3818,J443,1,3,2,0.4,1,-7,0
C3818,J364,1,3,2,0.2,1,1,0
C3818,J290,1,3,2,0.3333333333333333,1,3,0
C3818,J225,1,3,2,0.3333333333333333,1,-5,0
C3818,J147,1,3,2,0.3333333333333333,0,-7,0
C3818,J351,1,3,1,0.5,1,0,0
C3818,J442,1,3,0,0.2,0,-1,0
C3818,J389,1,3,3,0.5,1,-6,0
C3818,J487,1,3,0,0.5,1,-7,0
C3818,J111,1,3,3,0.25,0,2,0
C3818,J225,1,3,0,0.25,1,-6,0
C3818,J110,1,3,3,0.75,1,-3,0
C3818,J15,1,3,2,0.4,1,1,0
C3818,J194,1,3,0,0.5,1,-7,0
C3818,J376,1,3,3,0.6666666666666666,1,-4,0
C3818,J296,1,3,1,0.6666666666666666,0,-4,0
C3818,J207,1,3,1,0.25,0,-2,0
C3818,J94,1,3,3,0.0,1,0,0
C3818,J390,1,3,1,0.5,0,-3,0
C3818,J251,1,3,3,0.3333333333333333,1,3,0
C3818,J128,1,3,3,0.2,1,0,0
C3818,J377,1,3,1,0.25,1,-1,0
C3818,J292,1,3,0,0.4,0,-5,0
C3818,J356,1,3,2,0.3333333333333333,1,-2,0
C3818,J473,1,3,2,0.25,1,-6,0
C3818,J19,1,3,0,0.3333333333333333,1,2,0
C3818,J68,1,3,1,0.4,0,-5,0
C3818,J411,1,3,3,0.3333333333333333,1,-1,0
C3818,J235,1,3,1,0.25,0,-1,0
C3818,J328,1,3,3,0.0,0,0,0
C3818,J211,1,3,3,0.4,1,-6,0
C3818,J389,1,3,1,0.4,1,-4,0
C3818,J396,1,3,3,0.2,0,3,0
C3818,J392,1,3,0,0.4,1,-6,0
C3818,J215,1,3,0,0.0,1,2,0
C3818,J461,1,3,2,0.2,1,-1,0
C3818,J49,1,3,3,0.3333333333333333,1,-6,0
C3818,J195,1,3,1,0.0,1,2,0
C3818,J206,1,3,0,0.3333333333333333,1,-4,0
C3818,J97,1,3,3,0.2,1,-5,0
C3818,J292,1,3,2,0.5,1,-3,0
C3818,J104,1,3,3,0.5,0,-6,0
C3818,J307,1,3,0,0.5,0,0,0
C3818,J28,1,3,2,0.75,1,0,1
C3818,J337,1,3,2,0.5,0,-5,0
C3818,J412,1,3,0,0.6666666666666666,0,2,0
C3818,J349,1,3,2,0.5,0,-4,0
C3818,J332,1,3,2,0.0,1,-4,0
C3818,J9,1,3,2,0.2,0,-2,0
C3818,J252,1,3,2,0.25,1,-5,0
C3818,J302,1,3,1,0.0,1,-4,0
C3818,J147,1,3,2,0.2,0,-4,0
C3818,J353,1,3,3,0.6666666666666666,1,1,1
C3818,J74,1,3,0,0.0,1,-6,0
C3818,J257,1,3,3,0.4,0,-4,0
C3818,J479,1,3,2,0.5,1,-3,0
C3818,J71,1,3,0,0.0,1,-3,0
C3818,J115,1,3,3,0.0,1,3,0
C3818,J77,1,3,3,0.6,0,1,0
C3818,J253,1,3,0,0.6666666666666666,0,2,0
C3818,J486,1,3,0,0.0,1,2,0
C3818,J462,1,3,1,0.25,1,-2,0
C3818,J314,1,3,3,0.0,0,1,0
C9384,J255,2,4,0,0.2,1,-1,0
C9384,J432,2,4,1,0.3333333333333333,1,-2,0
C9384,J311,2,4,3,0.5,1,2,0
C9384,J27,2,4,2,0.2,1,-1,0
C9384,J198,2,4,3,0.3333333333333333,1,-6,0
C9384,J289,2,4,3,0.25,1,3,0
C9384,J105,2,4,0,0.3333333333333333,1,1,0
C9384,J98,2,4,0,0.0,1,1,0
C9384,J43,2,4,2,0.25,1,-6,0
C9384,J257,2,4,1,0.2,1,0,0
C9384,J460,2,4,0,0.6,1,-2,0
C9384,J400,2,4,1,0.4,1,-5,0
C9384,J252,2,4,1,0.6666666666666666,1,1,1
C9384,J462,2,4,2,0.5,1,1,0
C9384,J364,2,4,2,0.25,1,4,0
C9384,J358,2,4,1,0.25,1,2,0
C9384,J19,2,4,2,0.4,1,2,0
C9384,J129,2,4,2,0.3333333333333333,1,4,0
C9384,J342,2,4,1,0.25,1,0,0
C9384,J260,2,4,2,0.0,1,3,0
C9384,J117,2,4,2,0.0,1,1,0
C9384,J162,2,4,1,0.4,1,-1,0
C9384,J66,2,4,0,0.6666666666666666,1,0,1
C9384,J359,2,4,1,0.5,1,-1,0
C9384,J47,2,4,1,0.25,1,-4,0
C9384,J77,2,4,3,0.4,1,-1,0
C9384,J431,2,4,3,0.0,1,0,0
C9384,J122,2,4,3,0.4,1,-6,0
C9384,J456,2,4,2,0.2,1,-5,0
C9384,J97,2,4,1,0.3333333333333333,1,-1,0
C9384,J237,2,4,3,0.2,1,-3,0
C9384,J182,2,4,0,0.6,1,1,1
C9384,J451,2,4,2,0.4,1,-3,0
C9384,J146,2,4,3,0.25,1,1,0
C9384,J38,2,4,2,0.2,1,2,0
C9384,J371,2,4,3,0.4,1,-2,0
C9384,J15,2,4,1,0.3333333333333333,1,1,0
C9384,J443,2,4,2,0.2,1,-6,0
C9384,J364,2,4,2,0.2,1,2,0
C9384,J290,2,4,2,0.6666666666666666,1,4,1
C9384,J225,2,4,2,0.3333333333333333,1,-4,0
C9384,J147,2,4,2,0.3333333333333333,1,-6,0
C9384,J351,2,4,1,0.5,1,1,0
C9384,J442,2,4,0,0.4,1,0,0
C9384,J389,2,4,3,0.0,1,-5,0
C9384,J487,2,4,0,0.5,1,-6,0
C9384,J111,2,4,3,0.5,1,3,0
C9384,J225,2,4,0,0.0,1,-5,0
C9384,J110,2,4,3,0.5,1,-2,0
C9384,J15,2,4,2,0.6,1,2,1
C9384,J194,2,4,0,0.5,1,-6,0
C9384,J376,2,4,3,0.0,1,-3,0
C9384,J296,2,4,1,0.3333333333333333,1,-3,0
C9384,J207,2,4,1,0.0,1,-1,0
C9384,J94,2,4,3,0.0,1,1,0
C9384,J390,2,4,1,0.5,1,-2,0
C9384,J251,2,4,3,0.6666666666666666,1,4,1
C9384,J128,2,4,3,0.4,1,1,0
C9384,J377,2,4,1,0.25,1,0,0
C9384,J292,2,4,0,0.2,1,-4,0
C9384,J356,2,4,2,0.3333333333333333,1,-1,0
C9384,J473,2,4,2,0.5,1,-5,0
C9384,J19,2,4,0,0.0,1,3,0
C9384,J68,2,4,1,0.2,1,-4,0
C9384,J411,2,4,3,0.6666666666666666,1,0,1
C9384,J235,2,4,1,0.25,1,0,0
C9384,J328,2,4,3,0.3333333333333333,1,1,0
C9384,J211,2,4,3,0.2,1,-5,0
C9384,J389,2,4,1,0.4,1,-3,0
C9384,J396,2,4,3,0.6,1,4,1
C9384,J392,2,4,0,0.4,1,-5,0
C9384,J215,2,4,0,0.3333333333333333,1,3,0
C9384,J461,2,4,2,0.4,1,0,0
C9384,J49,2,4,3,0.3333333333333333,1,-5,0
C9384,J195,2,4,1,0.5,1,3,0
C9384,J206,2,4,0,0.3333333333333333,1,-3,0
C9384,J97,2,4,3,0.2,1,-4,0
C9384,J292,2,4,2,0.5,1,-2,0
C9384,J104,2,4,3,0.5,1,-5,0
C9384,J307,2,4,0,0.25,1,1,0
C9384,J28,2,4,2,0.5,1,1,0
C9384,J337,2,4,2,0.5,1,-4,0
C9384,J412,2,4,0,0.3333333333333333,1,3,0
C9384,J349,2,4,2,0.25,1,-3,0
C9384,J332,2,4,2,0.25,1,-3,0
C9384,J9,2,4,2,0.6,1,-1,0
C9384,J252,2,4,2,0.0,1,-4,0
C9384,J302,2,4,1,0.25,1,-3,0
C9384,J147,2,4,2,0.4,1,-3,0
C9384,J353,2,4,3,0.6666666666666666,1,2,1
C9384,J74,2,4,0,0.4,1,-5,0
C9384,J257,2,4,3,0.2,1,-3,0
C9384,J479,2,4,2,0.0,1,-2,0
C9384,J71,2,4,0,0.5,1,-2,0
C9384,J115,2,4,3,0.6666666666666666,1,4,1
C9384,J77,2,4,3,0.4,1,2,0
C9384,J253,2,4,0,0.6666666666666666,1,3,1
C9384,J486,2,4,0,0.2,1,3,0
C9384,J462,2,4,1,0.75,1,-1,0
C9384,J314,2,4,3,0.5,1,2,0
C4746,J255,0,2,0,0.8,0,-3,0
C4746,J432,0,2,1,1.0,0,-4,0
C4746,J311,0,2,3,0.75,0,0,0
C4746,J27,0,2,2,0.6,0,-3,0
C4746,J198,0,2,3,0.3333333333333333,1,-8,0
C4746,J289,0,2,3,0.75,1,1,1
C4746,J105,0,2,0,0.6666666666666666,0,-1,0
C4746,J98,0,2,0,0.6666666666666666,0,-1,0
C4746,J43,0,2,2,1.0,0,-8,0
C4746,J257,0,2,1,0.4,0,-2,0
C4746,J460,0,2,0,0.6,0,-4,0
C4746,J400,0,2,1,0.8,0,-7,0
C4746,J252,0,2,1,1.0,1,-1,0
C4746,J462,0,2,2,0.75,1,-1,0
C4746,J364,0,2,2,0.5,1,2,0
C4746,J358,0,2,1,0.75,0,0,0
C4746,J19,0,2,2,1.0,0,0,0
C4746,J129,0,2,2,1.0,0,2,0
C4746,J342,0,2,1,0.75,1,-2,0
C4746,J260,0,2,2,0.6666666666666666,0,1,0
C4746,J117,0,2,2,0.8,0,-1,0
C4746,J162,0,2,1,0.8,0,-3,0
C4746,J66,0,2,0,1.0,1,-2,0
C4746,J359,0,2,1,0.5,0,-3,0
C4746,J47,0,2,1,0.75,0,-6,0
C4746,J77,0,2,3,0.6,0,-3,0
C4746,J431,0,2,3,0.6666666666666666,0,-2,0
C4746,J122,0,2,3,1.0,0,-8,0
C4746,J456,0,2,2,0.8,1,-7,0
C4746,J97,0,2,1,0.6666666666666666,1,-3,0
C4746,J237,0,2,3,0.8,1,-5,0
C4746,J182,0,2,0,0.6,1,-1,0
C4746,J451,0,2,2,0.6,0,-5,0
C4746,J146,0,2,3,0.75,0,-1,0
C4746,J38,0,2,2,0.8,1,0,1
C4746,J371,0,2,3,0.6,0,-4,0
C4746,J15,0,2,1,1.0,0,-1,0
C4746,J443,0,2,2,0.8,0,-8,0
C4746,J364,0,2,2,0.6,0,0,0
C4746,J290,0,2,2,0.3333333333333333,1,2,0
C4746,J225,0,2,2,1.0,1,-6,0
C4746,J147,0,2,2,0.6666666666666666,0,-8,0
C4746,J351,0,2,1,0.5,0,-1,0
C4746,J442,0,2,0,0.8,0,-2,0
C4746,J389,0,2,3,0.75,0,-7,0
C4746,J487,0,2,0,0.75,1,-8,0
C4746,J111,0,2,3,0.5,0,1,0
C4746,J225,0,2,0,0.75,0,-7,0
C4746,J110,0,2,3,0.75,0,-4,0
C4746,J15,0,2,2,0.6,1,0,1
C4746,J194,0,2,0,0.5,1,-8,0
C4746,J376,0,2,3,0.6666666666666666,0,-5,0
C4746,J296,0,2,1,0.6666666666666666,0,-5,0
C4746,J207,0,2,1,0.5,0,-3,0
C4746,J94,0,2,3,0.6666666666666666,1,-1,0
C4746,J390,0,2,1,0.75,0,-4,0
C4746,J251,0,2,3,0.3333333333333333,1,2,0
C4746,J128,0,2,3,0.4,1,-1,0
C4746,J377,0,2,1,0.5,1,-2,0
C4746,J292,0,2,0,0.8,0,-6,0
C4746,J356,0,2,2,0.6666666666666666,1,-3,0
C4746,J473,0,2,2,0.5,0,-7,0
C4746,J19,0,2,0,0.6666666666666666,0,1,0
C4746,J68,0,2,1,0.6,0,-6,0
C4746,J411,0,2,3,1.0,1,-2,0
